category,text
Politik,"Hari Ini, Hanura Tentukan Sikap Politik pada Prabowo-Gibran PartaiHanuramerumuskan sikap politik terhadap Pemerintahan Presiden dan Wakil Presiden terpilih, Prabowo Subianto-Gibran Rakabuming Raka dalam Musyawarah Nasional (Munas) IVPartai Hanuradi Bali, 18-19 Agustus 2024. Hal tersebut disampaikan Ketua Umum Partai HanuraOesman SaptaOddang atauOSOusai membuka kegiatan tersebut di di Stone Hotel, Kuta, Kabupaten Badung, Bali pada Minggu (18/8/2024) kemarin. ""Itu sedang kita bahas besok (Senin (19/8/2024) untuk bagaimana sikap Hanura (terhadap pemerintahan Prabowo-Gibran) atas kemudian sah- sah saja siapa pun terpilih secara hukum secara legal, dan itu harus diterima oleh seluruh masyarakat kita,"" kata dia. Baca juga:Hanura Kalah Pemilu 2024, Oso Minta Kader Tak Saling Menyalahkan Selain menentukan arah politik ke depan, lanjut OSO, Munas kali ini juga akan menentukan dukungan terhadap bakal pasangan calon gubernur dan wakil gubernur Daerah Khusus Jakarta pada Pemilihan Kepala Daerah (Pilkada) 2024 mendatang. Ia menegaskan, pihaknya harus tetap menyatakan sikap dan posisi politik dalam kontestasi demokrasi tersebut meski partainya tidak memiliki kursi di DPRD DKI Jakarta. ""Besok dari hasil keputusan kita besok. ini bukan soal ada kursi atau tidak ada kursi sebuah partai tidak punya kursi pun dia punya massa dan massa,"" kata dia. ""Itu akan diberikan kepada siapa, itu nanti keputusannya di dalam munas, itu sebabnya munas itu diminta dipercepat supaya ada kaitan dengan pilkada yang akan datang,"" sambung dia. Baca juga:8 Tahun Pimpin Hanura, Oso Singgung Kesulitan Hadapi Rongrongan yang Ingin Hancurkan Partai Sebelumnya, Hanura""keok"" pada Pemilihan Legislatif (Pileg) DPR RI 2024, dan tak berhasil lolos ambang batas parlemen empat persen. Selain itu, pada Pileg DPRD DKI Jakarta 2024, Partai Hanura juga tidak berhasil mendapatkan kursi di parlemen, karena hanya mendapatkan Hanura 26.537 suara. Pada Pilpres 2024, Hanura yang mendukung Ganjar Pranowo-Mahfud MD juga harus lapang dada menyaksikan pasangan capres-cawapres itu beroleh suara paling bontot, dibandingkan pasangan lainnya."
Politik,"Kemesraan Prabowo, Jokowi, dan SBY Dinilai untuk Tunjukan Tak Ada Perbedaan Politik demi Membangun Bangsa Pengamat Politik dari UIN Syarif Hidayatullah Jakarta, Adi Prayitno, menilai kemesraan yang ditunjukkan Presiden RIPrabowo Subiantobersama paramantan presidenbertujuan untuk menunjukkan bahwa tidak ada perbedaan politik demi membangun bangsa. Belakangan Prabowo tampak mengajak Presiden ke-6 RI Susilo Bambang Yudhoyono (SBY) dan Presiden ke-7 RI Joko Widodo (Jokowi) dalam acara penting nasional. “Itu artinya apa? Ya sekat-sekat politik, perbedaan-perbedaan politik itu harus ditiadakan demi untuk membangun bangsa dan negara,” kata Adi, saat dihubungi Kompas.com, Sabtu (3/1/2025). Adapun Presiden ke-5 RIMegawati Soekarnoputrijuga dikabarkan diundang untuk hadir bersama Prabowo di acara penting, namun ia tidak hadir. Baca juga:Ketika Prabowo Mesra dengan SBY dan Jokowi... Adi berpandangan Prabowo juga ingin mengapresiasi mantan-mantan presiden terdahulu karena mereka memiliki kontribusi yang cukup penting terkait denganpembangunan bangsadan negara. Prabowo juga dinilai ingin menunjukkan sikap negarawan yang memiliki hubungan baik dengan para mantan presiden. “Prabowo Subianto itu ingin menunjukkan bahwa dirinya adalah seorang presiden yang negarawan, di mana beliau itu memiliki hubungan yang cukup baik dengan mantan-mantan presiden sebelumnya,” tutur dia. Pesan lainnya dari kemesraan Prabowo, Jokowi, dan SBY adalah untuk mengakomodir pendapat serta masukan dari para mantan presiden terkait cara membangun Indonesia ke depan. Baca juga:Viral Video Mobil Maung Prabowo Isi Bensin di Shell, Istana Beri Penjelasan Oleh karenanya, ia menilai wajar kalau Prabowo mengajak Jokowi, SBY, hingga Megawati di berbagai event penting. “Nah, yang kedua, pesan politiknya adalah tentu untuk membangun bangsa Indonesia yang benar itu butuh masukan,feedback, dan pendapat-pendapat dari mantan-mantan presiden terdahulu, ya Jokowi, SBY, dan Megawati,” kata dia. Sebagaimana diketahui, Presiden Prabowo terlihat kompak dan mesra bersama SBY dan Jokowi dalam sepekan terakhir untuk hadir dalam acara penting nasional. Di awal pekan ini, tepatnya saat peluncuran Badan Pengelola Investasi (BPI) Daya Anagata Nusantara (Danantara) pada 24 Februari 2025, Prabowo didampingi SBY dan Jokowi. Prabowo bersama SBY dan Jokowi tampak memasuki area tenda secara bersamaan. Kemudian, mereka bersama-sama di atas panggung saat Prabowo menekan tombol peresmian Danantara. Beberapa hari setelahnya, Prabowo kembali terlihat bersama SBY dan Jokowi saat menghadiri retret kepala daerah di Magelang, Jawa Tengah, pada 27 Februari 2025."
Politik,"Pelantikan 3 Wamen Dianggap demi Kepentingan Politik Jokowi dan Prabowo Pelantikan tiga wakil menteri disebut menjadi upaya mengakomodasi kepentingan politik PresidenJoko Widodo(Jokowi) dan Presiden terpilihPrabowo Subianto. ""Ketika ditanya ini untuk siapa, maka jawaban yang pas adalah untuk Presiden Jokowi dalam rangka menjagalegacy-nya. Sementara dalam konteka Prabowo, untuk memenuhi janji-janji kampanyenya,"" kata Direktur Eksekutif Trias Politika Strategis Agung Baskoro saat dihubungiKompas.com, Jumat (19/7/2024). Jokowi melantik Thomas Djiwandono sebagai Wakil Menteri Keuangan, Sudaryono sebagai Wakil Menteri Pertanian, dan Yuliot Tanjung sebagai Wakil Menteri Investasi atau Wakil Kepala Badan Koordinasi Penanaman Modal (BKPM). Ketiganya dilantik di di Istana Negara, Kompleks Istana Kepresidenan, Jakarta Pusat, Kamis (18/7/2024). Baca juga:Sri Mulyani Punya 2 Wakil Menteri, Istana Beri Penjelasan Di sisi lain, masa periode kedua pemerintahan Jokowi tersisa sekitar tiga bulan lagi, yakni sampai 20 Oktober 2024. Pada saat itu juga dilakukan pelantikan Prabowo dan Gibran Rakabuming Raka sebagai Presiden dan Wakil Presiden Republik Indonesia periode 2024-2029. Agung mengatakan, banyak kalangan terkejut saatreshuffleterjadi dengan kehadiran tiga wamen itu. Sebab, menurut dia, tidak ada yang memperkirakan Presiden Jokowi melakukan hal itu. ""Namun menjadi wajar, menimbang sejak lama narasi keberlanjutan dibawa oleh Presiden terpilih Prabowo ketika kampanye pilpres kemarin sebagai tindaklanjut arahan Presiden Jokowi juga,"" ujar Agung. Menurut Agung, pelantikan tiga wamen itu juga memperlihatkan sudah terjalin kesepahaman antara Jokowi dan Prabowo supaya masa peralihan kekuasaan berjalan lancar. Baca juga:Presiden Jokowi Resmi Lantik Yuliot Tanjung Jadi Wakil Menteri Investasi ""Otomatis, kehadiran tiga wamen ini sesungguhnya hanya mengafirmasi bahwa antara Presiden Jokowi dan Prabowo seirama dalam memahami keberlanjutan dari hulu sampai hilir,"" ucap Agung."
Politik,"Cek Fakta Sepekan: Hoaks WN Ukraina Pelaku Penyerangan Konser | Fenomena Bumi Gelap Pekan ini warganet dihebohkan dengan serangan teroris di gedung konser dekat kota Moskwa, Rusia pada Jumat, 22 Maret 2024. Informasi simpang-siur soal pelaku penyerangan pun menyebar di media sosial. Ada pulahoaks politiksoal sidang perdana perkara perselisihan hasil pemilihan umum (PHPU) presiden dan wakil presiden. Sementara untuk isu domestik, tersiar informasi keliru soal dampak gempa Tuban dan fenomena Bumi gelap selama tiga hari. Agar lebih mudah membedakan mana hoaks dan fakta, berikut rangkuman penelusuran fakta dari informasi keliru yang beredar sepekan belakangan. Tersiar narasi bahwa pelaku penyerangan kegiatan konser dekat Moskwa, Rusia pada Jumat (22/3/2024) adalah warga negara Ukraina bernama Rustam Azhiev. Kompas.commelabeli narasi tersebut sebagai hoaks. Pihak keamanan Rusia menangkap 11 orang atas serangan di Crocus City Hall. Empat diantaranya telah dihadirkan di persidangan. Keempatnya merupakan warga negara Tajikistan. Mereka adalah Dalerdzhon Barotovich Mirzoyev (32), Saidakrami Murodali Rachabalizoda (30), Shamsidin Fariduni (25), dan Muhammadsobir Fayzov (19). Beredar narasi yang menyebutkan Jembatan Francis Scott Key di Baltimore, Maryland, Amerika Serikat (AS) runtuh akibat dinamit. Berdasarkan penelusuran Tim Cek FaktaKompas.com, narasi itu hoaks. Jembatan tersebut runtuh akibat ditabrak kapal kontainer pada Selasa (26/3/2024). Kepolisian setempat memastikan tidak ada indikasi aksi terorisme dalam kecelakaan tersebut. Pasangan presiden dan wakil presiden terpilih, Prabowo Subianto dan Gibran Rakabuming Raka diklaim telah didiskualifikasi oleh Mahkamah Konstitusi (MK). Narasi tersebut disertai video Ketua MK Suhartoyo sedang memimpin persidangan. Narasi beredar setelah MK menggelar sidang perdana perkara perselisihan hasil pemilihan umum (PHPU) presiden dan wakil presiden, pada Rabu (27/3/2024)."
Politik,"Isu Anak-Menantu Jokowi Ikut Pilkada, Pakar: Ini Bukan Republik Keluarga Isu tentang mengusung anak dan menantu PresidenJoko Widodo(Jokowi) dalam pemilihan kepala daerah (Pilkada) serentak 2024 dianggap tidak sesuai dengan cita-cita pendirian Republik Indonesia. “Pertama ini bukan republik keluarga ya, bukan kerajaan, bukan juga membangun dinasti para kroni. Jadi aneh saja kalau terjadi perubahan yang luar biasa di era Jokowi dengan menempatkan keluarganya,” kata pakar hukum tata negara,Feri Amsari, dikutip dari program Kompas Petang diKompas TV, Kamis (14/3/2024). Feri juga mempertanyakan kemampuan berpolitik anggota keluarga Jokowi, jika partai politik pendukung pemerintahan menyatakan siap mendukung anak dan menantu Presiden Jokowi di Pilkada 2024. Baca juga:Soal Wacana Erina Gudono Jadi Cabup Sleman, Demokrat: Menantu Presiden Rakyat Biasa, Haknya Sama Dia mencontohkan putra sulung Jokowi, Gibran Rakabuming Raka, yang menjadi calon wakil presiden (Cawapres) nomor urut 2 mendampingi Capres Prabowo Subianto. “Saya pikir omong kosong kalau kita bicara prestasi Gibran. Bagaimana prestainya bisa diukur? Keluarga Jokowi apa prestasinya? Bukankah Gibran baru dua tahun, belum ada nilainya itu untuk dianggap sebagai layak punya kapasitas,” ucap Feri. Baca juga:Nilai Erina Gudono Tak Layak Jadi Calon Bupati Sleman, Pengamat: Dia Model, Bukan Pejabat Publik Sampai saat ini berembus wacana menantu Presiden Jokowi, Erina Gudono, diproyeksikan buat menjadi peserta dalam Pilkada Sleman 2024. Sejumlah partai politik pendukung pemerintah menyatakan bersedia memberikan dukungan politik jika istri anak bungsu Jokowi, Kaesang Pangarep, itu maju dalam Pilkada. Baca juga:Erina Gudono Mencuat Jadi Calon Bupati Sleman, Ketua Harian Gerindra Buka Suara Sedangkan Kaesang juga disebut-sebut bakal diproyeksikan bersaing dalam Pilkada 2024. Sebelum Pemilu 2024 digelar, Partai Solidaritas Indonesia (PSI) sempat mewacanakan supaya Kaesang masuk dalam bursa Pilkada Depok. Kini berembus kabar Kaesang bakal diarahkan buat bersaing dalam Pilkada Jakarta 2024."
Politik,"Massa Aksi Kamisan Ogah Dukung Prabowo-Gibran, Usman Hamid: Bentuk Ekspresi Politik Damai Direktur Eksekutif Amnesty International Indonesia sekaligus aktivis 98 Usman Hamid mengatakan, massaAksi Kamisansah saja mengekspresikan pilihan politik ogah mendukung pasangan calon presiden-calon wakil presiden nomor urut 2 Prabowo Subianto-Gibran Rakabuming Raka. Menurut dia, hal ini juga bentuk solidaritas aktivis 98 yang menuntut keadilan terhadap para pejuang hak asasi manusia (HAM) di Indonesia. ""Jadi saya kira ini adalah bentuk ekspresi yang sah dan juga ekspresi politik damai,"" ucap Usman saat di lokasi Aksi Kamisan jilid 804 di depan Istana Negara, Jakarta Pusat, Kamis (1/2/2024). Baca juga:Di Tengah Hujan Deras, Masyarakat Gelar Aksi Kamisan di Depan Istana Merdeka Menurut Usman, massa menyampaikan penolakan terhadap Prabowo-Gibran karena sudah geram terhadap dinamika politik yang terjadi di Indonesia. Selain itu, massa juga kecewa terhadap pemerintah yang menjauh dari nilai demokrasi dan etika. ""Jadi ini mungkin satu tanda di mana berbagai komponen masyarakat turun ke jalan, mulai gelisah dengan perkembangan politik di Tanah Air,"" tutur Usman. ""Yang dipandang semakin keluar dari jalur demokrasi, jalur reformasi, bahkan keluar dari etika,"" ungkap dia. Baca juga:17 Tahun Aksi Kamisan, Berjuang Menuntut Keadilan sampai Akhir Hayat... Usman berharap, Aksi Kamisan yang sudah berlangsung ratusan kali bisa membuat negara menyelesaikan kasus pelanggaran HAM pada masa lalu. Selain itu, ia juga ingin presiden terpilih pada Pemilu 2024 menuntaskan kasus-kasus pelanggaran HAM berat. ""Negara tetap wajib untuk menyelesaikan kejahatan masa lalu melalui peradilan,"" ungkap dia. Untuk diketahui, massa menggelar Aksi Kamisan jilid 804 di tengah hujan deras. Mereka pun menyuarakan penolakan terhadap pasangan Prabowo-Gibran. Selain itu, massa juga menuntut keadilan soal kejahatan HAM masa lalu."
Politik,"Gerindra Dinilai Paling Transparan dalam Keterbukaan Keuangan Partai PartaiGerindratercatat sebagaipartai politikpaling transparan menurut Laporan Hasil Penilaian Terhadap Kapasitas dan Praktik Keterbukaan Keuangan di tingkat pengurus pusat. Laporan ini diterbitkan oleh Transparency International Indonesia (TII) berdasarkan penilaian terhadap sembilan partai politik yang memiliki kursi di Dewan Perwakilan Rakyat (DPR) RI. Dalam penyusunan laporan, TII bekerja sama dengan Komisi Pemberantasan Korupsi (KPK) dan melakukan penilaian pada Mei-Agustus 2023. Baca juga:Keluarga Korban Penculikan 98 Merasa Dijebak Bertemu Elite Gerindra, Dasco: Saya Bingung... Terdapat tiga dimensi yang diukur oleh TII dan KPK, yaitu regulasi keuangan internal, struktur dan sumber daya manusia (SDM), serta keterbukaan informasi. “Untuk dimensi keterbukaan informasi mencapai 75 persen,” seperti dikutip dari laporan tersebut, Kamis (8/9/2024). Pada dimensi regulasi keuangan internal, Gerindra mencapai angka 75 persen. Sedangkan, pada dimensi struktur dan SDM, Gerindra meraih angka 68 persen. Hasil penilaian TII menunjukkan bahwa Gerindra dianggap cukup optimal, jika dibandingkan delapan partai politik lainnya, yakni PDI-P, Golkar, Nasdem, PKB, Demokrat, PKS, PAN, dan PPP. “Delapan dari sembilan partai politik sama sekali tidak membuka pembukuan, daftar penyumbang dan jumlah sumbangan yang diterimanya,” demikian laporan TII. Baca juga:Laporan Keuangan 2023 Pemprov DKI Raih Opini WTP dari BPK Selain ketiga dimensi tersebut, TII juga menilai kelengkapan regulasi dari sembilan partai politik pemilik kursi di DPR RI. Pada kategori indikator keberadaan regulasi, TII mencatatkan delapan dari sembilan partai dianggap tidak optimal. Hanya Gerindra yang cenderung optimal dan memiliki regulasi yang lengkap. “Delapan partai politik yakni PDIP, Golkar, Nasdem, PKB, Demokrat, PKS, PAN, PPP tercatat berada dalam kondisi cenderung tidak optimal atau sebagian besar regulasi tergolong tidak lengkap,” seperti dikutip dari laporan TII. “Hanya satu partai politik, yakni Gerindra berada pada kondisi cenderung optimal atau regulasi cenderung lengkap,” sambungnya. Meski begitu, TII menegaskan bahwa upaya optimalisasi masih perlu dilakukan oleh kesembilan partai politik tersebut."
Politik,"Kronologi Caleg PAN Lakukan Politik Uang hingga Divonis 8 Bulan Penjara Calon anggota legislatif (caleg) dari Partai Amanat Nasional (PAN) Sukardi, membagikan uang Rp 50.000 saat pelaksanaan kampanye di Lampung Timur. Caleg DPRD Kabupaten Lampung Timur nomor urut 6 daerah pemilihan (dapil) VII itu telah divonis pengadilan selama 8 bulanpenjaradengan masa percobaan 2 bulan. Kepala Seksi Intelijen (Kasi Intelijen) Kejaksaan Negeri (Kejari) Lampung Timur, Rony, membenarkan terdakwa Sukardi membagikan uang saat kampanye. Baca juga:Bagi-bagi Uang Saat Kampanye, Caleg PAN Divonis 8 Bulan Penjara ""Kampanye dilakukan di Lapangan Tegal Asri, Dusun IV, Desa Jojog, Lampung Timur pada 2 Desember 2023 lalu,"" kata Rony saat dihubungi, Senin (5/2/2024) sore. Berdasarkan dakwaan, pemberian uang sebesar Rp 50.000 itu telah direncanakan sehari sebelumnya. Terdakwa Sukardi meminta bantuan Supono (saksi) untuk dicarikan alat sarana dan prasarana kegiatan kampanye. Terdakwa juga minta agar warga Desa Jojog dihadirkan dalam kampanye tersebut. Baca juga:Soal Dugaan Pelibatan Anak Saat Kampanye PAN, Bawaslu Makassar Masih Kumpulkan Informasi ""Terdakwa mengatakan akan membagikan uang yang dimasukkan dalam amplop sebesar Rp 50.000 pada saat pelaksanaan kampanye,"" tutur Rony. Pada dakwaan jaksa juga disebutkan kampanye itu dihadiri sejumlahcaleg PANseperti Irfan Nurada (caleg DPR nomor urut 10) dan Suminto Martono (caleg DPRD Provinsi Lampung nomor urut 2). Setelah melakukan orasi politik, terdakwa turun dari panggung dan memberikan 20 lembar amplop yang masing-masing berisi uang sebesar Rp 50.000. Di dalam amplop itu juga terdapat kartu bergambar terdakwa Sukardi, Suminto Martono, dan Irfan Nuranda. ""Para peserta kampanye yang telah menerima amplop itu diminta mencelupkan jari ke dalam gelas plastik berisi tinta hitam yang disediakan terdakwa Sukardi,"" ungkap dia. Setelah kampanye, terdakwa merekap daftar hadir dan kembali memberikan beberapa amplop berisi uang sebesar Rp 50.000 kepada tim suksesnya untuk diberikan kepada peserta kampanye. ""Tujuan terdakwa memberikan amplop berisi uang itu supaya memilihnya dalam pelaksanaan pemilu tahun 2024,"" kata dia. Diberitakan sebelumnya, seorang calon legislatif (caleg) di Kabupaten Lampung Timur divonis 8 bulan penjara dengan masa percobaan 2 bulan. Majelis hakim menyebut terdakwa terbukti melanggar pidana pemilu. Sidang vonis atas terdakwa bernama Sukardi tersebut telah digelar di Pengadilan Negeri (PN) Sukadana, Lampung Timur pada Senin (5/2/2024)."
Politik,"KIM Plus Respons Pertemuan Prabowo-Megawati: Jangan Dipandang sebagai Langkah Politik PertemuanPrabowoSubianto denganMegawatiSoekarnoputri akhirnya terwujud setelah desas-desusnya selalu dibicarakan usai pemilihan presiden (Pilpres) 2024. Berbagai pandangan dan analisis hadir usai Prabowo yang merupakan Presiden Republik Indonesia untuk periode 2024-2029 berkunjung ke kediaman Megawati pada Senin (7/4/2025) malam. Ramai dibicarakan usai pertemuan Prabowo dan Megawati itu adalah keputusan Partai Demokrasi Indonesia Perjuangan (PDI-P) akan akan berada di dalam atau tetap di luar pemerintahan Partai politik dalamKoalisi Indonesia Maju(KIM) Plus yang mendukung Prabowo-Gibran juga memberikan pandangannya terhadap pertemuan Prabowo dan Megawati itu. Sekretaris Jenderal PartaiDemokrat, Herman Khaeron menilai pertemuan Prabowo dengan Megawati sebagai ajang silaturahmi Idul Fitri 1446 H. Menurutnya, silaturahmi antarelite politik yang berseberangan jangan selalu dipandang sebagai langkah politik. ""Silaturahmi ini jangan selalu dipandang dalam perspektif dan langkah politik,"" ujar Herman saat dikonfirmasi, Kamis (10/4/2025). Baca juga:Presiden Prabowo Bertemu Megawati, Ini Analisis Pengamat Politik UGM Menurutnya, silaturahmi dalam adat bangsa Indonesia memiliki makna yang sangat luhur, apalagi ini masih dalam suasana Lebaran. Apalagi Megawati adalah tokoh politik nasional yang mempunyai pengalaman sebagai presiden. ""Sehingga menurut saya mari kita maknai bahwa silaturahmi ini sebagai sikap yang luhur dan sangat baik yang dijalankan oleh Presiden Prabowo sebagai pemimpin semua rakyat Indonesia,"" ujar Herman. Baca juga:Prabowo-Megawati Bertemu, Demokrat: Jangan Dipandang dalam Perspektif Politik Kendati demikian, ia enggan berspekulasi soal kemungkinan PDI-P merapat ke Koalisi Indonesia Maju (KIM) Plus usai pertemuan Prabowo dan Megawati. ""Hal ini sepenuhnya menjadi otoritas Presiden Prabowo sebagai pemimpin koalisi,"" ujar Herman. Sekretaris Jenderal PartaiGolkar, Sarmuji juga menyambut baik pertemuan antara Prabowo dengan Megawati yang masih dalam suasana Idul Fitri. ""Setiap silaturahmi akan memberikan energi positif. Silaturahmi elite akan membawa keteduhan dan keharmonisan di masyarakat,"" ujar Sarmuji. Baca juga:Pertemuan Megawati dan Prabowo Tak Ubah Sikap Politik PDI-P Pertemuan Prabowo dengan Megawati tentunya tidak terlepas dari kepentingan bangsa."
Politik,"Minta Tak Ada Elite Politik Saling Sindir, Prabowo: Jangan Ada yang Sebut Angka 11 JAKARTA KOMPAS.com- Ketua Umum Partai Gerindra sekaligus Presiden Terpilih RI,Prabowo Subiantomeminta agar tidak ada lagi elite partai politik yang saling sindir. Dia memberikan contoh sindiran angka 11 yang pernah diterima saat debat capres awal tahun lalu, saat Anies Baswedan memberikan nilai Kementerian Pertahanan yang dipimpin Prabowo memiliki nilai di angka 11 dari 100. ""Jadi kalau akhir-akhir ini ada yang.. omon-omon, nggak enak lagi. Udah enggak boleh, sekarang tidak boleh nyindir-nyindir lagi. Jangan ada yang nyebut-nyebut angka 11, jangan! enggak boleh enggak boleh,"" ujar Prabowo dalamRapimnas Gerindradi Indonesia Arena Gelora Bung Karno, Jakarta, Sabtu (31/8/2024). Baca juga:Prabowo: Saya Tak Apa Diberi Nilai 11, Karena Rakyat Beri Nilai 58,58 Persen Prabowo mengatakan, tradisi politik di Indonesia adalah demokrasi yang membangun. Dia menyebut, semua tokoh harus saling mendukung kepentingan nasional terlepas dari kontestasi politik yang sedang terjadi. ""Demokrasi kita bahwa kita bersaing boleh, tapi pada saat kepentingan nasional kita tidak boleh ikut pola orang lain,"" kata Prabowo. ""Mereka itu kalau oposisi, oposisinya sampai enggak tahulah, oposisinya itu sampai mengarah ke bermusuhan. Kita tidak boleh, kita tidak mau, dan kita insyaAllah tidak akan,"" ujarnya lagi. Baca juga:Prabowo: Kalau Pun Koruptor Lari ke Antartika, Aku Kirim Pasukan Khusus Sebelumnya, dalam debat Capres 2024, Anies menyebut nilai kinerja Kemenhan di bawah Prabowo sangat rendah. Hal itu dia ucapkan setelah didesak calon presiden nomor urut 3 Ganjar Pranowo untuk memberikan penilaian konkret atas kinerja Menhan. “Mas Anies enggak usah takut, disebut saja angkanya berapa gitu loh. Kayak saya gitu loh, jangan di bawah lima, sebut saja berapa?” tanya Ganjar. Anies kemudian menjelaskan bahwa kesejahteraan prajurit TNI lebih baik di era kepemimpinan Presiden ke-6 RI Susilo Bambang Yudhoyono (SBY) ketimbang kepemimpinan Presiden Joko Widodo. Sebab, saat itu kenaikan gaji prajurit TNI terjadi sembilan kali. “(Skor Kemenhan) 11 Mas, dari 100,” jawab Anies. Lalu, sembari bercanda, Ganjar mengatakan bahwa Anies menunjukkan sikap yang berani. “Ini sedikit ngajarin kendhel (berani) Mas Anies, biar berani,” imbuh Ganjar."
Politik,"Bentrok Antarmassa Pendukung Paslon di Puncak Jaya Kembali Pecah, Puluhan Orang Terluka Aksi saling serang diduga antara massa pendukung pasangan calon (paslon) bupati dan wakil bupati Kabupaten Puncak Jaya nomor urut 1, Yuni Wonda dan Mus Kogoya, serta paslon nomor urut 2, Miren Kogoya dan Mendi Wonerengga, kembali terjadi di Puncak Jaya, Papua Tengah, Rabu (2/4/2025). Kepala Bidang Hubungan Masyarakat (Kabid Humas) Polda Papua, Komisaris Besar Polisi Ignasius Benny Ady Prabowo, saat dikonfirmasi, membenarkan telah terjadi lagi bentrok antara kedua massa pendukung di Kabupaten Puncak Jaya. Baca juga:Warganya Jadi Korban Penyerangan KKB di Distrik Anggruk Yahukimo, Ini Sikap Ikatan Keluarga Flobamora NTT di Papua ""Aksi saling serang antara massa pendukung ini pecah di seputaran Usir Belakang sampai dengan Kali belakang Kampung Usir, Distrik Pagaleme, Kabupaten Puncak Jaya,"" kata Benny, dalam keterangan di Jayapura yang diterima Kompas.com, Jumat (4/3/2025). Menurut Benny, peristiwa saling serang ini menyebabkan puluhan warga mengalamiluka-luka, baik pendukung paslon nomor urut 1 maupun paslon nomor urut 2. ""Ada puluhan orang dari kedua massa pendukung yang mengalami luka-luka dan kini sedang menjalani perawatan,"" ungkap dia. Sementara itu, Kapolres Puncak Jaya Ajun Komisaris Besar Polisi Kuswara mengatakan, telah menerjunkan personel kepolisian guna membubarkan massa pendukung yang saling serang. Baca juga:Bentrokan 2 Kelompok Warga di Jayapura, 6 Orang Luka-luka ""Aksi saling serang antara massa pendukung ini telah dibubarkan oleh personel kepolisian dari Polres Puncak Jaya dan BKO Brimob,"" ujar dia. Aksi saling serang antara kedua kelompok massa pendukung ini menambah deretan konflik Pilkada yang belum usai di Kabupaten Puncak Jaya, Papua Tengah."
Politik,"Rencana Pembatasan Usia Kendaraan 10 Tahun di Jakarta, Pengamat : Ini Ada Kepentingan Politik  JAKARTA, KOMPAS.com- Pengamat kebijakan publik dari Universitas Trisakti, Trubus Rahadiansyah menilai, ada kepentingan politik di balik rencanapembatasan usia kendaraanbermotor di Jakarta, yakni maksimal berusia 10 tahun. ""Iya ini ada kepentingan politik juga. Lalu juga (menguntungkan) pelaku industri mobil karena (harus membeli) mobil baru. Jadi untuk siapa,? Bukan untuk masyarakat bawah, tetapi pelaku menengah ke atas,"" ujar Trubus saat dihubungiKompas.com, Minggu (30/6/2024). Aturan pembatasan usia kendaraan ini telah mencuat sejak beberapa tahun lalu, namun belum terealisasi sampai sekarang. Baca juga:Rencana Pembatasan Usia Kendaraan 10 Tahun di Jakarta, Untuk Siapa? Trubus mengatakan, aturan itu saat ini sudah tak lagi relevan, terlebih Jakarta dalam waktu dekat ini sudah tidak lagi berstatus sebagai Ibu Kota. ""Kalau 10 tahun lalu, mungkin iya. Kalau saat ini saya rasa sudah tidak relevan,"" kata Trubus. Aturan pembatasan usia kendaraan maksimal 10 tahun dinilai juga berdampak kepada warga di Jakarta berpenghasilan pas-pasan yang tak dapat membeli kendaraan baru. Selain itu, aturan itu juga dinilai memberikan berdampak pada harga pangan yang meroket di Jakarta. ""Harga pangan juga mahal. Karena selama ini kan dipasok dengan kendaraan tua ini. Jadi (kalau beli kendaraan baru) harga bahan baku juga nanti akan naik. Ini nanti akan berdampak kepada daya beli masyarakat nantinya,"" ucap Trubus. Baca juga:Timbul Tenggelam, Rencana Kebijakan Pembatasan Usia Kendaraan 10 Tahun di Jakarta Diberitakan sebelumnya, Pemerintah RI telah menetapkan aturan pembatasan kendaraan di wilayah Daerah Khusus Jakarta melalui Undang-undang No. 22 Tahun 2024 yang ditandatangani Presiden Joko Widodo pada 25 April 2024. Dalam beleidnya pada BAB IV, pemerintah pusat memberikan kewenangan khusus pada penyelenggaraan Daerah Khusus Jakarta dalam beberapa kegiatan, termasuk subbidang lalu lintas dan angkutan jalan (Pasal 24 ayat 2). Kewenangan khusus tersebut, meliputi pembatasan usia dan jumlah kepemilikan kendaraan perseorangan."
